,Name,Unnamed: 0,MRN,Legal gender,DOB,Telephone,SSN,Doctors Name,patients_adress,Doctors Address,Health Plan Number,Date of Visit,Admission Type,Test Results,Billing Account Number,RN,Language spoken,Language written,Email,Marital status,symptoms,Contact Person Name,Date of Discharge
65,Rachel Taylor,65,6254942463,Female,1956-02-10,+1316-398-3491,925-50-1316,Sean Hoover,"1382 Edwards Stream South Davidburgh, MS 46809","30007 Gilmore Land Brownton, NJ 23759",HPB-55485,2020-03-27,Elective,Normal,#665757,Matthew Garner,English,,Rachel.Taylor@yahoo.com,Single,"Itchy, red, inflamed skin, rash",Taylor Ayala (fiancee),2020-03-30
66,Marisa Hunter,66,7861918929,Female,1955-09-20,+1715-598-7888,231-80-8748,Juan Rogers,"36779 Megan Glens North Connie, ME 24566","PSC 0259, Box 5818 APO AA 39595",HPB-26108,2024-02-14,Emergency,Normal,#486030,Mariah Edwards,English,,Marisa.Hunter@web.com,Divorced,"Flu-like symptoms (fever, headache, fatigue), anxiety, confusion, hallucinations, difficulty swallowing",Mason Lopez (friend),2024-02-29
67,Ruth Brown,67,9917138372,Female,1986-02-18,+1309-524-7489,692-57-3897,Lisa Murray,"24283 Wiggins Expressway East Larryville, SD 60404","394 Hall Village Port Jeremiah, GA 94381",HPB-18424,2019-07-03,Elective,Normal,#226140,Ronald Henry,English,,Ruth.Brown@gmx.com,Single,"Persistent feelings of sadness, emptiness, or hopelessness, frequent crying, irritability, loss of interest or pleasure in activities, difficulty bonding with the baby, changes in appetite or sleep patterns, overwhelming fatigue, feelings of guilt or worthlessness, trouble concentrating or making decisions, thoughts of self-harm or harming the baby",Jeremy Johnson (fiancee),2019-07-18
68,Cheyenne Walsh,68,4683258440,Female,1980-02-08,+1629-399-4922,631-61-4387,Kevin White,"80477 Christine Port Suite 499 New Kathrynberg, GA 77443","349 Justin Parks Hillshire, AK 61802",HPB-46494,2023-05-19,Emergency,Normal,#731776,Kyle Hodge,English,,Cheyenne.Walsh@web.com,Single,"Nausea, vomiting, diarrhea, abdominal pain or cramps, fever",Edward Johnson (friend),2023-06-11
69,Ian Long,69,6002762867,Male,1967-01-05,+1309-125-3630,239-74-9885,Faith Austin,"52476 Lindsey Isle Suite 393 West Brianchester, TN 15531","727 Brown Groves Suite 807 Russellborough, PA 81812",HPB-17497,2024-03-01,Elective,Normal,#494016,Tanya White,English,,Ian.Long@aol.com,Single,"Sudden numbness or weakness of the face, arm, or leg (typically on one side of the body), confusion, trouble speaking or understanding, severe headache",Samuel Hughes (fiancee),2024-03-15
70,Justin Wilson,70,2370106401,Male,1967-09-05,+1561-730-7044,410-55-9293,Angel Mann,"7420 Mary Walk Smithville, DE 76452","58630 Jennifer Burgs Smithville, AR 90725",HPB-53561,2023-03-10,Elective,Inconclusive,#415431,Leah Thomas,English,,Justin.Wilson@brown.com,Married,fatigue,Laura Wiley (friend),2023-03-19
71,Gary Deleon,71,7990193443,Male,1949-05-20,+1720-510-8611,944-27-8555,Dorothy Hart,"87740 Wheeler Shoals Apt. 566 East Sarah, NJ 37486","6637 Sutton Union Lake Johnmouth, IN 72561",HPB-12839,2023-10-27,Urgent,Abnormal,#979992,Dana Fischer,English,,Gary.Deleon@gmail.com,Single,fatigue,Darryl Hansen (fiancee),2023-10-29
72,Alex Tucker,72,6544075574,Male,1972-02-10,+1970-445-7563,897-42-3056,Trevor Elliott,"051 Bryan Walks East Christinefort, FM 14551","3940 Daniel Village Brownfurt, SC 94719",HPB-80962,2019-08-31,Elective,Abnormal,#865032,David Garrett,English,,Alex.Tucker@gmx.com,Single,cough,Jeffrey Washington (fiancee),2019-09-10
73,Kaitlin Chase,73,6469659207,Female,1996-03-10,+1857-781-8523,152-14-2758,Mark Cordova,"825 Fox Summit Melissaberg, AL 37954","3319 Matthew Cliffs South Karen, PA 42402",HPB-81893,2023-03-26,Emergency,Inconclusive,#346656,Maria James,English,,Kaitlin.Chase@dhl.com,Married,fever and cough,John Gross (fiancee),2023-04-13
74,Nicholas Espinoza,74,5071114005,Male,1934-04-15,+1414-250-8439,176-90-7126,Heather Shah,"90706 David Parkways Suite 538 Carrollborough, VT 33402","74535 Knight Isle Ballardtown, MD 08070",HPB-96423,2020-04-30,Elective,Normal,#809183,Michelle Wall,English,,Nicholas.Espinoza@gmail.com,Widowed,"cough, fatigue and difficulty breathing",Ashley Sanchez (fiancee),2020-05-27
75,Elizabeth Garner,75,9428433378,Female,1998-05-01,+1607-514-1730,193-32-5054,Terry Byrd,"04959 Hawkins Knoll Mirandamouth, PR 02608","29259 Andrew Neck Lovemouth, FL 08649",HPB-68152,2022-07-18,Elective,Abnormal,#147301,Anne Knight,English,,Elizabeth.Garner@web.com,Married,"fever, fatigue and difficulty breathing",Bradley Dunn (fiancee),2022-08-10
76,Connie Sims,76,5792567563,Female,1986-07-02,+1916-658-8732,206-18-7405,Gregory Vaughn,"655 Cline Center Marvinfurt, MD 30708","98021 Nicole Plains South Rebecca, GU 40310",HPB-37390,2019-10-07,Elective,Normal,#547180,David Mclean,English,,Connie.Sims@yahoo.com,Single,"Recurrent episodes of wheezing, shortness of breath, chest tightness, coughing, especially at night or in response to triggers such as allergens or exercise",Jake Perez (girlfriend),2019-10-15
77,Timothy Greer,77,9165126411,Male,1941-01-19,+1703-675-2387,517-66-8307,Matthew Garrett,"9557 Kline Mountains Suite 980 Tuckerville, AR 83456","546 Johnson Mills South Matthew, GA 52663",HPB-47209,2021-12-12,Elective,Inconclusive,#637890,John Martinez,English,,Timothy.Greer@yahoo.com,Single,"Cough, fever, chest pain, difficulty breathing",Justin Brown (friend),2022-01-05
78,Lisa Molina,78,9484027453,Female,2002-01-15,+1734-985-8949,957-20-6545,Ruth Gilbert,"687 Rachel Pass Suite 094 New Earl, CT 84852","932 Marcus Grove Apt. 381 South Susanbury, DC 06012",HPB-28966,2019-05-12,Emergency,Abnormal,#293537,George Perry,English,,Lisa.Molina@gmx.com,Single,fatigue,"Amy Molina (father), Ryan Molina (mother)",2019-06-03
79,Hannah Molina,79,1195307529,Female,1991-05-09,+1770-558-4670,161-22-8228,James Evans,"4541 Dawn Trafficway Suite 902 Castroport, NJ 24816","65627 Alvin Mountain Apt. 628 New Patriciaport, AL 55448",HPB-35835,2020-10-17,Elective,Abnormal,#246170,Jennifer Schroeder,Russian,English,Hannah.Molina@gmx.com,Single,"Itchy, red, inflamed skin, rash",Lauren Carter (girlfriend),2020-10-24
80,Austin Walker,80,9969232135,Male,1982-03-05,+1915-840-5577,207-28-4492,Margaret Alvarado,USNV Harrington FPO AE 31504,"257 Harrison Overpass Apt. 142 New Sandrachester, LA 82308",HPB-43891,2023-03-17,Urgent,Normal,#793261,Kenneth Gomez,English,,Austin.Walker@yahoo.com,Divorced,"Recurrent episodes of wheezing, shortness of breath, chest tightness, coughing, especially at night or in response to triggers such as allergens or exercise",Alisha Vargas (fiancee),2023-04-01
81,Susan Ferguson,81,8684199823,Female,1958-03-20,+1919-849-3551,883-21-9913,Michele Vazquez,"229 Michelle Neck New Kimberlychester, MD 03289","36213 Stephanie Spur Port Stephaniechester, RI 78810",HPB-87539,2023-01-28,Urgent,Inconclusive,#318152,Christopher Jacobs,Russian,English,Susan.Ferguson@brown.com,Single,fever and cough,Kayla Johnson (fiancee),2023-02-27
82,Marcus Cooper,82,8637560278,Male,1975-02-18,+1925-972-3387,392-62-7731,Lisa Thompson,"6241 Joseph Garden Wallaceshire, PR 28357","314 Brittany Union Suite 568 Morganhaven, VI 61212",HPB-72812,2019-12-08,Urgent,Abnormal,#860330,James Foster,English,,Marcus.Cooper@gmail.com,Single,"fever, cough and fatigue",Daniel Davis (girlfriend),2019-12-26
83,Victoria Powers,83,4842069091,Female,2000-03-19,+1347-292-4082,765-54-5604,David Mathis,"4892 Johnson Harbor West Derek, SC 14075",Unit 2615 Box 0352 DPO AA 28340,HPB-56247,2020-12-30,Emergency,Abnormal,#883340,Sarah Romero,English,,Victoria.Powers@gmail.com,Divorced,fever and cough,Mikayla Erickson (girlfriend),2021-01-17
84,Douglas Smith,84,2232871356,Male,2007-05-28,+1209-426-8779,628-24-2008,Cory Lopez,"5610 Ashley Road Apt. 130 East Michael, MI 99553","786 Jessica Estate Apt. 252 Howardchester, FL 03539",HPB-32626,2022-04-08,Elective,Inconclusive,#919236,Angel Reed,German,English,Douglas.Smith@yahoo.com,Married,"Recurrent episodes of wheezing, shortness of breath, chest tightness, coughing, especially at night or in response to triggers such as allergens or exercise","Jacob Smith (father), Pedro Smith (mother)",2022-04-19
85,Brian Rose,85,8421023725,Male,1938-02-03,+1512-613-3657,140-29-8253,Dustin Harris II,"10634 Melvin Rest Suite 972 Port Sallyshire, WI 78417","25175 Joanna Viaduct Suite 599 Danielchester, FM 98563",HPB-47685,2020-06-13,Urgent,Normal,#238063,Joseph Williams,English,Italian,Brian.Rose@yahoo.com,Single,"Sudden numbness or weakness of the face, arm, or leg (typically on one side of the body), confusion, trouble speaking or understanding, severe headache",Nicole Rodriguez (friend),2020-06-18
86,Ashley Mclean,86,6191607885,Female,1949-02-26,+1678-161-2950,958-49-8500,Brian Small,"26429 Faulkner Shoals Timothyport, CA 30612","1669 Nicholas Gateway Suite 574 Lake Emilyberg, SD 30384",HPB-65269,2021-02-03,Emergency,Normal,#629389,Kevin Greene,English,,Ashley.Mclean@web.com,Divorced,"Recurrent episodes of wheezing, shortness of breath, chest tightness, coughing, especially at night or in response to triggers such as allergens or exercise",Vincent Mclean (fiancee),2021-03-02
87,Laurie Taylor,87,9212740606,Female,1956-04-17,+1219-705-7140,875-42-7514,Alexandra Gonzalez,"PSC 9745, Box 9028 APO AE 06941","7237 Parks Village Apt. 990 East Katherine, UT 20944",HPB-39790,2023-12-13,Urgent,Inconclusive,#515398,Frances Young,English,,Laurie.Taylor@web.com,Single,High blood pressure during pregnancy,Robert Sheppard (fiancee),2024-01-07
88,Jason Thomas,88,4906508381,Male,1965-02-24,+1531-340-5744,690-17-4416,Rhonda Brown,"3831 Graham Isle Apt. 423 Lewisburgh, MP 21016","7466 Fletcher Garden Apt. 169 West Adamstad, OR 04497",HPB-65301,2023-02-28,Elective,Normal,#443348,Zachary Martinez,English,,Jason.Thomas@dhl.com,Single,fatigue,Courtney Romero (girlfriend),2023-03-19
89,Lindsay Villegas,89,2468786751,Female,2005-04-28,+1804-952-2849,459-19-5960,Michelle Perry,Unit 6057 Box 8223 DPO AP 86630,USCGC Phillips FPO AP 81808,HPB-48854,2022-06-23,Emergency,Inconclusive,#925671,Wyatt Clay,English,,Lindsay.Villegas@brown.com,Single,cough,"Michael Villegas (father), Andrew Villegas (mother)",2022-07-04
90,Tyler Bell,90,4373292966,Male,1981-01-01,+1747-450-8875,145-65-1240,David Anderson,"16230 Ronald Parks Stoneville, IA 78016","69303 Sara Fall Nortonshire, MN 14471",HPB-30407,2023-02-23,Emergency,Abnormal,#909601,Matthew Reed,English,,Tyler.Bell@gmail.com,Divorced,"Pelvic pain, painful periods, infertility",Jose Jackson (friend),2023-03-05
91,Gregory Lane,91,5080859248,Male,1955-01-27,+1628-612-6776,703-36-1498,Stephen Townsend,"939 Phyllis Circles Port Jasmine, AS 93929","137 Porter Stream Apt. 269 Mollybury, MA 52691",HPB-42069,2023-07-15,Emergency,Abnormal,#664737,Nancy Mcdowell,German,English,Gregory.Lane@gmx.com,Married,High blood sugar levels during pregnancy,Natalie Long (fiancee),2023-08-01
92,Alicia Wilcox,92,9905276464,Female,1985-03-11,+1212-253-9119,931-89-8549,Megan Hill PhD,"PSC 0986, Box 9200 APO AP 94520","3355 Barber Unions Lake Nancy, AS 94719",HPB-95972,2020-07-21,Elective,Abnormal,#156341,Michelle Ray,Arabic,English,Alicia.Wilcox@gmail.com,Single,fatigue and difficulty breathing,Jonathan Marshall (friend),2020-07-26
93,Marisa Hunter,93,7861918929,Female,1955-09-20,+1715-598-7888,231-80-8748,Ryan Shaw,"715 Hill Road Port Dylan, AK 35242","1189 Schmidt Haven Apt. 315 Port Seanstad, AL 64630",HPB-26108,2021-10-08,Urgent,Abnormal,#127158,Thomas Smith,English,,Marisa.Hunter@web.com,Divorced,"Persistent cough with yellow or green mucus, chest congestion, fatigue",Belinda Sosa (girlfriend),2021-10-21
94,Sean Thomas,94,3483103734,Male,1999-01-29,+1747-877-6030,237-84-2749,Paul Cole,"03404 Gonzalez Causeway Suite 285 Mejiatown, ID 07165","25610 Webb Mountain Apt. 731 South Lisa, HI 42477",HPB-72808,2020-02-14,Urgent,Normal,#136942,Maurice Patterson,English,,Sean.Thomas@brown.com,Widowed,"Red, scaly patches on the skin, itching",Kathleen Skinner (friend),2020-03-01
95,Ruth Mcpherson,95,9069950271,Female,1995-01-30,+1763-316-6036,857-78-6597,Vanessa Lewis,"757 Jonathan Mill Apt. 089 North Jessicaton, PW 54083","48694 Hansen Landing South Victoria, CO 35282",HPB-35098,2021-11-06,Elective,Normal,#585486,Angie Padilla,English,,Ruth.Mcpherson@aol.com,Married,fever,Patrick Lopez (friend),2021-11-18
96,Mark Miller,96,6385972552,Male,1939-03-10,+1857-606-3076,754-52-7294,Angela Taylor,"081 Rojas Cliff Port Jasonfurt, IL 66687","25554 Moore Island Apt. 998 Amandashire, CA 74695",HPB-50159,2022-12-15,Emergency,Abnormal,#698830,David Nichols,English,,Mark.Miller@yahoo.com,Single,fatigue,Christine Johnson (fiancee),2022-12-17
97,Megan Olson,97,4775025604,Female,1972-05-14,+1812-893-6316,146-82-7438,Trevor Collier,"2721 Jessica Coves Higginsport, NH 43128","7988 Rush Forks Suite 520 Hensleystad, WV 54825",HPB-39963,2019-09-09,Urgent,Inconclusive,#467960,Nicholas Larson,German,English,Megan.Olson@aol.com,Single,"Abdominal pain, high blood pressure, kidney cysts",Deborah Chang (friend),2019-09-25
98,Matthew Mullen,98,3950875233,Male,1946-01-07,+1570-469-7970,930-34-8231,Theresa Martin,"553 Debra Ferry Suite 655 South Jasonborough, GU 86321","955 Frederick Corner West Andrew, NE 95211",HPB-40022,2023-06-29,Urgent,Abnormal,#522250,William Riggs,English,,Matthew.Mullen@gmx.com,Single,"Red, scaly patches on the skin, itching",Tyler Martinez (girlfriend),2023-07-23
99,Donald Robbins,99,4251894661,Male,1999-04-03,+1717-850-6577,893-88-5079,Erica Robles,"270 Bond Common Robinchester, AS 47971","22924 John Street Apt. 326 North Alexchester, RI 51064",HPB-47004,2020-12-09,Urgent,Inconclusive,#156312,Carly Brown,Arabic,English,Donald.Robbins@aol.com,Single,fever and fatigue,David Miller (friend),2020-12-14
100,Austin Jones,100,5433569431,Male,1982-07-01,+1573-928-2924,366-52-3958,Angel Jones,"730 Berger Drive Suite 983 Cardenasfort, MA 43636","132 Jackson Trace Suite 476 Lake Georgefort, IL 76630",HPB-78847,2020-03-02,Elective,Inconclusive,#826167,Hannah Davis,English,,Austin.Jones@brown.com,Single,"Recurrent episodes of wheezing, shortness of breath, chest tightness, coughing, especially at night or in response to triggers such as allergens or exercise",Christopher Morales (girlfriend),2020-03-11
101,Taylor Cisneros,101,8263654767,Female,1957-08-14,+1352-474-7541,277-70-1177,Thomas Padilla,"630 Brian Unions Apt. 098 Alvinhaven, OH 88871","61773 Norma Spring Suite 020 Milesbury, MA 19751",HPB-91820,2023-02-01,Urgent,Normal,#780645,Kenneth Hurst,English,,Taylor.Cisneros@yahoo.com,Single,cough and fatigue,Melissa Green (friend),2023-02-17
102,Jacob Mckinney,102,2190320182,Male,1946-03-01,+1412-593-3329,524-18-7817,Amanda Mccoy,USS Archer FPO AP 47304,"95303 Jaime Squares Apt. 591 North Angelica, TX 70401",HPB-72123,2019-09-24,Emergency,Normal,#375493,Stanley Herrera,English,,Jacob.Mckinney@gmx.com,Married,"Joint pain, stiffness, swelling, fatigue, loss of appetite",Jeffrey Wolf (friend),2019-10-21
103,Eric Coleman,103,4187096205,Male,1945-04-13,+1912-321-4804,771-26-8546,Casey Hill,"192 Hernandez Rue Apt. 314 West Elizabethhaven, NH 67813","58939 Robert Stravenue Suite 450 Patriciatown, ID 10190",HPB-91749,2020-12-27,Urgent,Abnormal,#905470,Zachary Yang,English,,Eric.Coleman@yahoo.com,Married,"Fragile bones, loss of height over time, back pain, fractures",Luis Fuentes (friend),2021-01-24
104,Samantha Peters,104,1554676829,Female,2001-03-02,+1719-950-4444,525-18-7054,Sandra Collins,"595 Sanchez Fields Tammychester, NV 77526","94403 Thomas Circle Apt. 418 Tinaborough, SD 84257",HPB-65564,2022-01-14,Urgent,Normal,#452625,Anthony Torres,English,,Samantha.Peters@web.com,Single,"Fatigue, abdominal swelling or pain, enlarged liver, elevated liver enzymes, insulin resistance","Sylvia Peters (father), John Peters (mother)",2022-02-09
105,Carrie Conley,105,9054486845,Female,1967-04-23,+1213-864-6176,777-98-6455,Megan Ferguson,"61100 James Crest Apt. 890 South Steven, AZ 75674","505 Mills Plaza Suite 872 East Tammy, NJ 79808",HPB-97471,2019-08-24,Urgent,Inconclusive,#512444,James Schroeder,English,,Carrie.Conley@web.com,Widowed,fever and fatigue,Chase Cox (girlfriend),2019-09-07
106,Ian Long,106,6002762867,Male,1967-01-05,+1309-125-3630,239-74-9885,Joseph Lowery,"63477 Gary Mall Apt. 339 Christopherview, LA 92741","PSC 9795, Box 2459 APO AA 03369",HPB-17497,2021-04-19,Elective,Abnormal,#795053,Dakota Brown,English,,Ian.Long@aol.com,Single,"Persistent cough with yellow or green mucus, chest congestion, fatigue",Heather Elliott (girlfriend),2021-05-04
107,Cindy Cardenas,107,3002870657,Female,1950-01-05,+1718-677-8189,579-14-5398,Sonia Thompson,"1355 David Branch Colleenchester, VT 80265","87128 Lori Circles Apt. 238 Port Lori, AR 52398",HPB-48019,2022-08-07,Emergency,Abnormal,#275163,Sara Keller,English,,Cindy.Cardenas@aol.com,Single,fever and fatigue,Caleb Gordon (fiancee),2022-08-31
108,Luis Wolf,108,7770591760,Male,1939-02-24,+1636-162-5731,162-27-9752,Tony Pruitt,"1929 Castillo Common New Denise, IA 01866","76682 Leon Lakes Suite 765 West Alexisbury, IA 54912",HPB-70426,2023-07-02,Elective,Inconclusive,#142037,Valerie Rhodes,English,,Luis.Wolf@web.com,Married,fatigue,Michael Shannon (friend),2023-07-17
109,Sheila Montgomery,109,9641209424,Female,1991-01-25,+1415-562-3221,551-42-5409,Lisa Garcia,"881 Debbie Glens Suite 829 Port Teresaborough, OR 30691","24629 Weber Trace Suite 234 West Brandon, ME 53552",HPB-79303,2020-11-28,Elective,Inconclusive,#487965,Teresa Burgess,English,,Sheila.Montgomery@aol.com,Single,fever,Michael Irwin (friend),2020-12-15
110,Jacqueline Brock,110,5871905198,Female,2005-02-10,+1405-328-2222,506-28-2290,Michael Garcia,"120 Ross Squares South Manuel, IN 06881","5820 Eugene Greens Apt. 578 East Patrick, SC 17002",HPB-68251,2020-02-03,Elective,Abnormal,#211857,Francis Barton,English,,Jacqueline.Brock@web.com,Married,"Swollen, itchy, or painful veins in the rectal area","Kelly Brock (father), Jimmy Brock (mother)",2020-02-11
111,Crystal Rivas,111,8632498593,Female,1946-02-15,+1760-787-8092,283-71-7877,Timothy Pierce,"35312 Joseph Highway Mooretown, CA 92600","265 Lucas Highway Apt. 144 Matthewmouth, KY 67941",HPB-59029,2023-12-16,Urgent,Abnormal,#999618,Mallory Castillo,English,,Crystal.Rivas@aol.com,Single,fever,Bryan Walker (fiancee),2023-12-17
112,Kari Hall,112,1725988760,Female,1943-02-09,+1717-434-8828,857-92-2431,Angela Mcguire,"591 Christy Roads North Scotthaven, AR 57558","484 Jason Forge Apt. 839 Jacksonville, MO 79617",HPB-22570,2019-09-16,Emergency,Abnormal,#376200,Linda Morales,English,,Kari.Hall@web.com,Single,"Sudden numbness or weakness of the face, arm, or leg (typically on one side of the body), confusion, trouble speaking or understanding, severe headache",Joan Huynh (girlfriend),2019-10-07
113,Andrea Schmidt,113,1686635018,Female,1996-04-07,+1539-421-7195,592-95-4028,Christopher Moses,"8440 Eric Neck West Hunterberg, DC 07699","78079 William Walks Port Nicole, LA 02531",HPB-63265,2020-03-04,Elective,Normal,#839483,Katrina Edwards,English,,Andrea.Schmidt@yahoo.com,Single,"Persistent cough with yellow or green mucus, chest congestion, fatigue",Scott Hughes (girlfriend),2020-03-15
114,Christina Martinez,114,1290056412,Female,2004-03-15,+1305-205-8606,570-53-9928,Justin Bennett,USCGC Booth FPO AA 94400,"59554 Stanley Landing Barbarafurt, RI 98293",HPB-92618,2023-02-21,Emergency,Normal,#422144,Xavier Alvarado,English,,Christina.Martinez@yahoo.com,Single,fatigue,"Cindy Martinez (father), Christine Martinez (mother)",2023-03-10
