,Name,MRN,Legal gender,Date of Visit,Telephone,SSN,Doctors Name,patients_adress,Doctors Address,Health Plan Number,Test Results,Billing Account Number,RN,Admission Type,Language spoken,Date of Discharge,DOB,Email,Marital status,Contact Person Name,Language written
77,Caitlin Walker,8079068905,divers,2025-05-20,+1413-910-2173,853-87-9270,Anthony Blackwell,"590 John Orchard Apt. 652 New Steven, IA 39456","869 Joshua Motorway Edwardstad, PA 10673",HPB-96927,Normal,#553499,Melissa Davis,Urgent,English,2025-5-20,1989-04-18,Caitlin.Walker@brown.com,Single,Veronica Mitchell (fiancee),
78,Elizabeth Taylor,2705878391,female,2025-06-28,+1857-616-3683,913-32-7519,Tracy Jones,"2631 Campbell Dale Boyleview, NC 20656","8054 Elizabeth Stravenue Port Nathanburgh, CA 36220",HPB-90582,Inconclusive,#599620,Ashley Ruiz,Elective,English,2025-7-7,1996-01-27,Elizabeth.Taylor@dhl.com,Single,Jennifer Collins (friend),
79,Jason Wiley,5070756330,male,2025-05-06,+1607-511-8064,837-98-8515,Shawn Ramirez,"4271 Parsons Plains Lake Devin, FL 41213",Unit 0397 Box 9012 DPO AE 96125,HPB-16630,Normal,#906426,Breanna Kennedy,Emergency,English,2025-5-6,1989-01-23,Jason.Wiley@yahoo.com,Single,Amanda Carter (friend),
80,Thomas Wood,2858602704,male,2025-02-04,+1508-609-1714,702-31-9469,Gregory Barnett,"0936 Robert Mission Suite 680 South Dale, FM 79270","9915 Brown Station Suite 507 Curtisbury, IN 43460",HPB-93400,Inconclusive,#350422,Angela Caldwell,Emergency,English,2025-2-4,1960-01-07,Thomas.Wood@web.com,Single,Diana Zuniga (girlfriend),
81,Steven Bowen,7958717300,male,2025-06-22,+1763-797-9197,202-81-2816,Rodney Bass,"528 Scott Shore Suite 719 Conniefort, NY 04420","8168 Gonzales Summit Lake William, CO 15088",HPB-26425,Normal,#493089,Michelle Gibson,Emergency,English,2025-7-3,1970-04-26,Steven.Bowen@aol.com,Single,Joanne Randolph (friend),
82,Crystal Brooks,9170872824,female,2025-06-08,+1620-258-6153,648-32-1600,Rachel Johnson,"42299 Norton Drive Hobbsville, UT 06669","32633 Parker Forest Harrisberg, AS 97862",HPB-87619,Normal,#947628,David Green,Elective,English,2025-6-8,1963-01-02,Crystal.Brooks@gmx.com,Single,Angela Kennedy (fiancee),
83,Shane Reyes,9637681108,male,2025-05-08,+1260-441-5494,184-66-1103,Debbie Campbell,"4147 Christopher Burg Apt. 256 Grahamstad, FL 62630","474 Nicholas Street Snyderberg, NV 47273",HPB-65999,Normal,#759987,Ariana Wolfe,Elective,English,2025-5-8,1964-02-09,Shane.Reyes@web.com,Single,Jessica Matthews (friend),
84,Samantha Davis,9149482951,female,2025-06-14,+1857-377-2779,182-73-3378,Monique Hudson,"4441 Joel Burg Smithfurt, LA 89864","92474 Lauren Gardens Suite 847 West Stephaniebury, CO 53251",HPB-71862,Abnormal,#646796,Tyler Gilbert,Elective,English,2025-6-14,1963-06-18,Samantha.Davis@aol.com,Single,Gabrielle Floyd (friend),
85,Helen Armstrong,2602801754,female,2025-06-26,+1708-344-4897,674-92-8801,Kelsey Morales,"13690 Arthur Inlet East Crystal, NJ 24822","4006 April Mountains Suite 668 Johnsonstad, MP 06605",HPB-65276,Abnormal,#502315,Michelle Trevino,Emergency,English,2025-7-8,1958-06-04,Helen.Armstrong@aol.com,Single,Sherri Castillo (girlfriend),
86,Kimberly Thomas,5199063805,female,2025-03-14,+1312-972-4996,979-87-6789,Daniel Krueger MD,"56891 Dakota Spurs Melissabury, IL 68206","8488 Johnson Square Suite 895 West Alex, NV 01736",HPB-35859,Normal,#914321,Victor Foster,Urgent,English,2025-3-14,1964-01-29,Kimberly.Thomas@dhl.com,Single,Elizabeth Dougherty (fiancee),
87,Henry Brooks,7789754296,male,2025-06-24,+1610-432-4825,321-48-6573,Heidi Adams,"PSC 0939, Box 4193 APO AE 29593","429 Levy Drive Suite 281 Tonyaview, NJ 17717",HPB-56066,Abnormal,#123910,James Jones,Elective,English,2025-6-24,2023-06-27,Henry.Brooks@yahoo.com,Divorced,"William Brooks (father), Meghan Brooks (mother)",
88,Richard Johnson,2568518767,male,2025-06-01,+1567-253-4791,110-76-4921,Sheri Cochran,"87421 Gross Divide Lake Beth, WI 17810","936 Thompson Brooks West Margaretland, AL 27972",HPB-21501,Normal,#944616,Miguel Dean,Elective,English,2025-6-1,1954-04-14,Richard.Johnson@web.com,Single,Susan Martinez (girlfriend),
89,Michelle Blake,4341136092,female,2025-05-30,+1920-843-8417,276-62-4899,Katherine Anderson,"9039 Caldwell Glen West Taylor, DE 52170","249 Rebecca Terrace East Ashley, OR 15402",HPB-53830,Normal,#222764,Corey Kelly,Emergency,English,2025-6-7,2002-02-07,Michelle.Blake@brown.com,Single,Theresa Shea (friend),
90,Phyllis Warren,5604252608,female,2025-06-22,+1949-811-2990,892-59-6441,Tyler Herman,"820 Lee Corners New Rachel, MT 33689",Unit 9496 Box 2389 DPO AP 23822,HPB-50936,Inconclusive,#404761,Jenny Brown,Elective,English,2025-6-22,1978-06-23,Phyllis.Warren@gmail.com,Single,Theresa Rodgers (friend),
91,Thomas Peterson,2241277720,male,2025-03-03,+1707-554-7518,192-95-5835,Brian Johnson,"716 Kelly Lakes Suite 868 Adamsville, PR 28816","5039 Johnson Club Kathleenbury, MO 20207",HPB-82039,Normal,#849620,Chad Richardson,Emergency,Russian,2025-3-3,2003-01-30,Thomas.Peterson@web.com,Single,Alicia Nichols (friend),English
92,Heather Murray,3462777404,female,2025-06-07,+1806-497-9345,844-59-2806,Alyssa Carter,"6830 Leon Track Goodwinchester, NC 00692","086 Andrew Well West Tyroneburgh, IA 26034",HPB-63648,Normal,#968185,James Evans,Urgent,English,2025-6-7,1967-04-10,Heather.Murray@dhl.com,Single,Doris Watkins (fiancee),
93,Jessica Hill,8389860653,female,2025-05-12,+1551-690-4138,530-80-6857,Jordan Nelson,"8479 Wesley Lodge Thomasstad, MI 31029","62601 Owen Causeway Carterview, FL 96077",HPB-61495,Normal,#389042,Philip Brock,Elective,German,2025-5-12,2008-01-19,Jessica.Hill@brown.com,Divorced,"Darrell Hill (father), Ashley Hill (mother)",English
94,Nicole Byrd,7225913238,female,2025-06-28,+1570-380-8485,729-93-5162,Alejandro Perkins,"02567 Walker Camp Apt. 933 North Christopherland, SD 92876","5072 Mark Fords Suite 652 North William, NY 68771",HPB-14887,Normal,#273769,Richard Wolf,Elective,English,2025-7-10,2022-06-18,Nicole.Byrd@yahoo.com,Single,"Robert Byrd (father), Marisa Byrd (mother)",
95,James Stevenson,6851160010,unknown,2025-05-19,+1201-256-3071,499-28-3429,Maria Johnson,"53932 Jeff Burg Suite 336 New Joshua, FL 11676","71260 Mills Field Apt. 687 Smithland, CO 41953",HPB-27224,Abnormal,#663179,Paula Gay,Urgent,English,2025-5-19,1965-01-10,James.Stevenson@brown.com,Single,Lori Harmon (girlfriend),
96,Jennifer Bradley,8168232696,female,2025-04-28,+1425-549-3886,713-19-2024,Susan Harrison MD,"267 Joshua Cliffs South Makaylaview, TN 52308","96616 Heather Lock Apt. 799 West Karen, OR 77602",HPB-37019,Normal,#524460,Shelby Singh,Elective,English,2025-5-1,1990-02-27,Jennifer.Bradley@dhl.com,Single,Jessica Reed (friend),
97,Lance Armstrong,7680910799,male,2025-06-26,+1351-391-2765,173-72-3994,Eduardo Briggs,Unit 5569 Box 1048 DPO AE 48820,"9566 Jessica Throughway Apt. 457 East Alexisside, OK 66192",HPB-55035,Abnormal,#999799,Mary York,Elective,English,2025-7-7,1972-01-08,Lance.Armstrong@gmx.com,Single,Sarah White (fiancee),
98,Jared Meyer,8345015243,unknown,2025-04-18,+1830-738-5407,770-48-4589,Loretta Gutierrez,"06633 Baker Radial Suite 916 Paigefort, PR 27193",Unit 4525 Box 4705 DPO AP 06302,HPB-10429,Normal,#861984,Caitlin David,Urgent,English,2025-4-18,2002-04-27,Jared.Meyer@gmx.com,Single,Jennifer Barrett (friend),
99,Emily Ramirez,7130983573,female,2025-04-12,+1203-457-4381,824-94-5142,Kenneth Velez,"718 Roberson Streets Suite 160 Nashville, AS 09919",USCGC Smith FPO AA 88669,HPB-67419,Abnormal,#193932,Haley Moore,Urgent,English,2025-4-12,1977-01-21,Emily.Ramirez@web.com,Single,Jennifer Ingram (friend),
100,Ryan Evans,5037346610,male,2025-06-29,+1657-830-1066,421-20-6768,Rhonda Baker,"21786 Medina Shores Courtneyshire, OR 90630","969 Brandon Mews West Andrew, MH 71534",HPB-48854,Abnormal,#736198,Ashley Lopez,Elective,English,2025-7-4,1973-05-16,Ryan.Evans@brown.com,Single,Erica Garza (fiancee),
101,Glen Jackson,3215280149,divers,2025-06-07,+1248-951-8291,462-13-2271,Amy Harris,"96732 Stephanie Creek West Patrick, AL 03663","044 Howell Fall North Sarah, DE 82458",HPB-88947,Normal,#109422,Michael Cook,Urgent,English,2025-6-7,2010-03-01,Glen.Jackson@gmx.com,Single,"John Jackson (father), Stefanie Jackson (mother)",
102,Becky Taylor,7408715486,female,2025-06-23,+1781-435-6210,991-54-8431,Andrew Davies,"605 Watkins Crest Apt. 316 Ericaport, NV 56976","PSC 1189, Box 0510 APO AE 89883",HPB-85164,Abnormal,#583115,Rebecca Barber,Emergency,English,2025-7-2,1964-03-23,Becky.Taylor@web.com,Single,Julie Randall (fiancee),
103,Jack Tanner,5155011589,divers,2025-06-11,+1712-152-6855,568-13-6340,Marie Garza,"66556 Clifford Junction Suite 397 Lake Debbie, OK 94247","6335 Katherine Underpass Nuneztown, WY 10954",HPB-53171,Normal,#610559,Andrea Anderson DDS,Emergency,English,2025-6-11,1998-06-17,Jack.Tanner@aol.com,Single,Paula Hammond (friend),
104,Cory Morris,7693673389,male,2025-06-21,+1213-448-4179,394-19-7553,James Hill,"0158 Francisco Prairie New Corey, ME 54738","914 Gomez Green Apt. 366 Nicholsonhaven, VT 60035",HPB-82533,Abnormal,#879017,Edward Jackson,Urgent,English,2025-7-2,1991-04-08,Cory.Morris@brown.com,Single,Amber Fletcher (girlfriend),
105,Kyle Brooks,6853988869,male,2025-06-18,+1661-525-2982,771-22-6515,Dr. Robert Kim,"17233 Green Spurs Suite 500 Elijahborough, WI 19103","2465 Michael Coves North Joseph, CO 33840",HPB-39664,Normal,#307270,Scott Navarro,Elective,English,2025-6-18,2001-06-19,Kyle.Brooks@aol.com,Single,Stacy Garrison (fiancee),
106,Brandon Green,1783908394,male,2025-06-27,+1732-856-7557,663-13-5558,Bryan Jones,"437 Ortiz Springs Apt. 501 Martinezstad, AL 62694","504 Samuel Tunnel Lake Emily, ID 59266",HPB-70039,Abnormal,#287020,Alfred Walsh,Elective,English,2025-7-6,1978-05-04,Brandon.Green@gmail.com,Single,Jennifer Sweeney (girlfriend),Spanish
107,David Harris,1042820004,male,2025-04-11,+1229-569-6000,563-93-2290,Taylor Hill,"4710 Luke Squares Suite 927 Scottfort, CO 59491","0265 Lindsay Shores Suite 745 West Carolynstad, WA 27619",HPB-76049,Normal,#352016,Lorraine Smith,Elective,English,2025-4-11,1965-04-08,David.Harris@gmx.com,Single,Jacqueline Irwin (friend),
108,Kyle Wagner,4836364940,male,2025-05-31,+1419-625-7355,392-17-9106,Shane Spencer,Unit 5134 Box 7538 DPO AE 85656,Unit 2357 Box 6176 DPO AA 36402,HPB-34174,Normal,#418445,Christopher Cox,Urgent,English,2025-6-8,2011-02-01,Kyle.Wagner@brown.com,Married,"Brett Wagner (father), Samantha Wagner (mother)",
109,Ryan Chapman,9841011375,male,2025-06-03,+1704-584-5825,665-75-8180,Joshua Garcia,"59043 Tony Square Suite 599 Matthewville, WA 66749","032 Lee Grove Port Raymond, WA 58963",HPB-61982,Abnormal,#521474,Joshua Fields,Emergency,English,2025-6-3,2003-01-15,Ryan.Chapman@aol.com,Single,Tammy Long (fiancee),Spanish
110,Jesse Herring,9511797574,male,2025-03-25,+1952-407-2177,175-72-6217,Candice Hensley,"688 Harvey Falls Port Wendyfurt, ME 47188","69193 Nancy Passage Suite 329 West Jermaine, SC 20983",HPB-14885,Inconclusive,#509882,Melissa Dalton,Elective,English,2025-3-25,1960-02-04,Jesse.Herring@brown.com,Single,Jennifer Atkins (girlfriend),
111,Bailey Ray,5459362725,female,2025-06-16,+1941-449-3171,491-77-2400,Deborah Anderson,"44642 Collins Land Suite 782 Michaelstad, PA 60338","625 Garcia Estate New Jennifer, CA 68093",HPB-16963,Normal,#572225,Nathaniel Jackson,Elective,English,2025-6-16,2006-01-21,Bailey.Ray@yahoo.com,Single,Margaret Curtis (fiancee),
112,Kelly Davis,3132372134,female,2025-06-15,+1325-681-5104,755-70-7366,Michael Bryan,"715 Hughes View Apt. 372 South Shawn, ND 45244","25426 Victor Valley New Joseph, MH 40981",HPB-83239,Normal,#342363,Donald Thomas,Emergency,English,2025-6-15,2015-05-11,Kelly.Davis@gmx.com,Single,"Timothy Davis (father), Michelle Davis (mother)",
113,Alicia Barnes,8382341302,female,2025-05-31,+1561-836-5696,493-47-9466,Jamie Jennings,"843 Charles Falls Suite 531 East Diane, DE 84994","8568 Allison Loop West Brandonport, AR 51053",HPB-43435,Normal,#831420,Jill Alexander,Elective,English,2025-6-8,1977-01-16,Alicia.Barnes@gmx.com,Single,Vicki Vasquez (fiancee),
114,Matthew Long,7371384132,male,2025-05-08,+1762-702-3728,613-43-4504,William Gardner,"868 David Villages New Courtney, ND 83902","51679 Kevin Inlet Apt. 274 North Kristinaton, GU 50838",HPB-63221,Inconclusive,#445865,Jessica Anderson,Emergency,English,2025-5-8,2015-05-19,Matthew.Long@aol.com,Single,"Chris Long (father), Beth Long (mother)",
115,Kelly Fuller,8057667432,female,2025-03-10,+1319-686-4062,742-89-2964,Meghan Lee,"868 Daniel Crest New Erinton, KS 77222",USCGC Hansen FPO AA 83531,HPB-35874,Abnormal,#608716,Joseph Flowers,Elective,English,2025-3-10,1990-02-02,Kelly.Fuller@gmx.com,Single,Adriana Perez (girlfriend),
116,Amy Ramos,2639892827,female,2025-06-24,+1386-557-8354,142-69-8092,Tyler Bridges,"450 Jose Lakes Suite 873 Lisashire, ME 13492",Unit 7475 Box 1229 DPO AE 94026,HPB-61765,Normal,#535456,Erik Duncan,Emergency,English,2025-7-4,1997-04-15,Amy.Ramos@brown.com,Single,Alexandra Hayes (girlfriend),
117,Troy Martinez,3988662740,male,2025-04-05,+1215-353-5383,385-28-3767,Whitney Morse,"552 Butler Square Suite 975 Brittanymouth, UT 89207","71415 Sarah Fords Suite 612 Carrieport, MI 15788",HPB-53564,Normal,#924865,Edward Ray,Urgent,English,2025-4-5,1958-02-18,Troy.Martinez@gmail.com,Single,Laura Williams (friend),
118,Kenneth Wagner,6068231446,divers,2025-06-22,+1925-304-3914,390-66-4169,Jennifer Vaughn,"174 Aguirre Keys Apt. 819 Morganberg, MT 75758","717 Christopher Ford Suite 738 North Karenshire, NY 95543",HPB-72248,Normal,#626131,Brett Jimenez,Elective,English,2025-7-1,1943-01-07,Kenneth.Wagner@aol.com,Single,Brenda Miller (friend),Spanish
119,Meghan Castaneda,4818198003,female,2025-05-30,+1760-499-2471,941-29-8501,Mitchell Arias,"60651 Andrew Point Terryview, WA 21195","7759 David Summit Holmesmouth, KS 25585",HPB-17725,Abnormal,#232024,Anna Carlson,Urgent,English,2025-6-6,1997-05-13,Meghan.Castaneda@dhl.com,Single,Tamara Jacobson (fiancee),
120,Donna Gomez,8801254162,female,2025-04-08,+1586-129-9650,835-27-5909,Stacy Thomas,"41252 Wayne Burgs Williamsstad, MA 44101","058 Mary Circle Lake Arthurview, AK 14748",HPB-33331,Normal,#792804,Jessica Rogers,Elective,English,2025-4-8,1980-04-06,Donna.Gomez@brown.com,Single,Donna Gillespie (fiancee),
121,Aaron Harris,9145844561,male,2025-03-17,+1409-666-4444,814-49-4069,Peter Elliott,"671 Jones Curve Woodsberg, OH 57222","PSC 7737, Box 5211 APO AP 92492",HPB-92906,Abnormal,#885264,Kimberly Spencer,Urgent,English,2025-3-17,1997-01-06,Aaron.Harris@yahoo.com,Single,Zoe Howell (friend),
122,Michael Johnson,4259525130,male,2025-06-27,+1774-761-6724,543-23-7553,Sean Lester,"5470 Ramos Walks New Shirleystad, NE 49209","976 William Station Parkerberg, NE 84029",HPB-18404,Abnormal,#347707,Louis Davis,Urgent,English,2025-7-2,1967-01-11,Michael.Johnson@aol.com,Single,Sarah Cannon (girlfriend),Russian
123,Erin Brown,3961340287,female,2025-06-15,+1425-287-6226,387-83-6322,Lee Weaver,"695 Nancy Burgs East Jason, NH 44003","935 Christopher View South Allison, CT 50996",HPB-40074,Normal,#612415,Kristen Bowman,Urgent,English,2025-6-15,2001-03-21,Erin.Brown@brown.com,Single,Amber Baker (girlfriend),
124,Audrey Wilson,5750587960,female,2025-04-26,+1928-360-7772,708-55-5113,Robert Miller,"54072 Banks Forges Payneland, CT 46634","3925 Moore Fields Danielshire, MI 00689",HPB-38190,Abnormal,#323144,Shane Reid,Emergency,English,2025-5-1,1951-02-08,Audrey.Wilson@web.com,Single,Julie Johnson (girlfriend),
125,Ronald Beasley,5250538635,male,2025-05-23,+1850-249-4752,675-52-1252,Jennifer Stewart,"57512 Nolan Junction Webbport, NJ 46482","PSC 7673, Box 7123 APO AE 30028",HPB-15612,Normal,#135623,Scott Mckinney,Urgent,English,2025-5-23,1962-04-15,Ronald.Beasley@web.com,Single,Teresa Robertson (fiancee),Spanish
126,Gregory Mcgee,7246628418,male,2025-06-27,+1316-667-8975,391-20-3077,Beverly Martinez,"79395 Brown Mount Suite 325 East Martha, AK 54996","51515 Roberts Station Wilsonland, WV 07597",HPB-45412,Inconclusive,#348928,Michael Fernandez,Emergency,English,2025-7-6,2013-06-05,Gregory.Mcgee@dhl.com,Single,"Mark Mcgee (father), Nicole Mcgee (mother)",
127,Ronald Padilla,3844785220,male,2025-05-27,+1912-517-9830,558-42-9193,James Clark,"592 Debra Mews Suite 145 Johnsonmouth, CT 99128","05416 Stacey Village Brandibury, NC 07218",HPB-34182,Normal,#454246,Christopher Li,Elective,English,2025-6-7,1998-01-29,Ronald.Padilla@gmail.com,Single,Janice Brown (girlfriend),
128,Sabrina Lewis,5321707929,female,2025-06-23,+1303-929-8928,381-12-6790,Harold Johnson,"3680 John Wells Riceshire, TN 87115","84030 Gerald Point Anthonyhaven, MT 96684",HPB-94535,Normal,#110012,Kathryn Valentine,Elective,English,2025-7-4,1937-03-03,Sabrina.Lewis@aol.com,Single,Jamie Buchanan (fiancee),
129,Danny Wilson,7862349924,male,2025-06-09,+1727-208-2261,629-65-9419,Omar Jenkins,"53603 Ana Hollow Apt. 928 North Ericborough, SC 77563","180 Wise Wells New Monicamouth, GA 55331",HPB-90991,Abnormal,#790263,Stacey Evans,Urgent,English,2025-6-9,1991-02-04,Danny.Wilson@brown.com,Single,Mary Baker (fiancee),
130,Taylor Henderson,1560364507,male,2025-04-28,+1979-737-3964,138-68-1282,Herbert Brooks,"8208 Zhang Neck Suite 426 Victorstad, OK 37843","550 Cassidy Course Suite 116 Amychester, CA 57594",HPB-25285,Normal,#853402,Sheila Miller,Urgent,English,2025-5-4,1990-02-27,Taylor.Henderson@gmail.com,Single,Kimberly Perez (girlfriend),
131,Benjamin Parker,7373100374,unknown,2025-06-11,+1786-435-8272,481-68-2036,Christopher Holmes,"436 Scott Centers Apt. 737 Thomasborough, NV 50780","31114 Nicole Prairie Apt. 310 Randyview, VI 67856",HPB-51428,Normal,#423106,Jennifer Lambert,Emergency,English,2025-6-11,1997-06-07,Benjamin.Parker@yahoo.com,Single,Kelly Simmons (fiancee),
132,Heidi Mueller,4391340073,female,2025-05-22,+1430-224-7477,843-25-7951,Michelle Scott,"44878 Franklin Divide Suite 238 Murphymouth, VA 50584","9347 Samantha Port Reedtown, WV 13809",HPB-72305,Normal,#640181,Benjamin Martin,Elective,English,2025-6-4,1985-04-21,Heidi.Mueller@web.com,Single,Pamela Valdez (fiancee),
133,Heather Harris,7183601584,female,2025-05-10,+1804-300-4007,137-89-1177,Carl Johnson,"9331 Kenneth Knolls Suite 189 East Tamara, CA 64550","026 Peters Landing Apt. 512 Alexanderport, LA 84054",HPB-55856,Abnormal,#391007,Michael Davis,Emergency,English,2025-5-10,1980-04-16,Heather.Harris@aol.com,Single,Anna Williams (fiancee),
134,Brandon Davis,3475272727,male,2025-06-20,+1915-440-8815,893-79-1634,Steven Smith,"6618 Wendy Neck Lake Amanda, AZ 41864","68293 Melissa Common Port Dylan, WA 22021",HPB-39180,Abnormal,#868526,Molly Bennett,Urgent,English,2025-7-2,1965-01-20,Brandon.Davis@gmail.com,Single,Emma Kelly (friend),
135,Christopher Bailey,9069169657,male,2025-07-01,+1650-784-6855,921-88-1518,Derek Ingram,"30140 Le Corners Apt. 331 South Marc, AR 37365","7881 Kirk Park Suite 328 North Ericshire, TN 99004",HPB-28780,Abnormal,#689371,Stephen Gonzales,Urgent,English,2025-7-1,1970-05-23,Christopher.Bailey@yahoo.com,Single,Kristin White (fiancee),
136,Sean Garcia,8370056159,male,2025-06-26,+1949-515-3461,400-48-3818,Daniel Weber,"1429 Davila River Velasquezmouth, GA 16676","9662 Arnold Shores West Melissatown, GA 24892",HPB-35996,Normal,#696790,Felicia Sullivan,Elective,English,2025-6-26,1947-06-08,Sean.Garcia@web.com,Single,Elizabeth Cherry (friend),
137,Adam Ortiz,7878330730,male,2025-05-20,+1650-761-7394,142-94-9754,Jeffrey Mitchell,"01052 Lee Roads South John, IN 50086","56995 Sanchez Orchard Apt. 050 South Sheenaland, MS 64400",HPB-16535,Normal,#633651,Devin Johnson,Elective,English,2025-5-20,2018-05-21,Adam.Ortiz@web.com,Married,"Nathan Ortiz (father), Ashley Ortiz (mother)",
138,Lori Allen,9552759041,female,2025-04-11,+1616-950-7076,762-41-7557,David Hernandez,"849 Diana Landing South Alex, PA 54808","2872 Ashley River Shanefurt, TX 68408",HPB-63634,Abnormal,#277925,Anthony Stevens,Emergency,Italian,2025-4-11,2004-02-10,Lori.Allen@yahoo.com,Single,Monica Oconnell (friend),English
139,Stephen Rodriguez,3408133696,male,2025-05-19,+1260-211-3632,816-89-7201,Thomas Lewis,"9605 Scott Forest Suite 070 Lake Heatherside, MA 40663","3282 Brown Prairie Johnchester, OR 76648",HPB-97967,Normal,#694265,Susan Martinez,Elective,English,2025-5-19,1995-01-14,Stephen.Rodriguez@gmx.com,Single,Heather Davis (girlfriend),
140,Rhonda Chavez,9444972045,female,2025-06-14,+1872-265-2645,465-32-5583,Brian Nixon,"974 Baker Plaza New Michael, KY 68722","86298 Garcia Corners Suite 872 Conleybury, MD 66310",HPB-71736,Inconclusive,#917255,Monica Richards,Urgent,English,2025-6-14,1997-05-02,Rhonda.Chavez@web.com,Single,Jessica Sandoval (girlfriend),
141,Ronald Taylor,2784264708,male,2025-06-09,+1386-974-6351,385-59-2373,Shannon Wagner,"78601 David Route Suite 467 Lake Markborough, VI 49000","1962 Mendoza Trail Apt. 010 South Ashley, WY 24155",HPB-52483,Inconclusive,#689236,Peter Murray,Emergency,English,2025-6-9,2023-03-15,Ronald.Taylor@gmail.com,Single,"Timothy Taylor (father), Donna Taylor (mother)",
